repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
multimodalart/stable-cascade,Hugging Face Spaces,Stable Cascade,Other,gradio,1679,0,Repositorio para revisar: stable cascade.,0,,gradio; region:us,2024-02-12T12:11:30.000Z,2025-08-25T22:19:59.000Z,2025-08-25T22:19:59.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/multimodalart/stable-cascade,1679
amphi-ai/amphi-etl,MAGI//ARCHIVE,visual data prep powered by python,Data / ETL,TypeScript,1362,105,Sirve para trabajar con datos.,132,NOASSERTION,analytics-automation; data; data-analysis; data-pipelines; data-preparation; data-science; datatransformation; etl; structured-data; unstructured-data,2024-03-20T06:06:00Z,2026-05-27T08:02:37Z,2026-05-11T05:20:23Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/amphi-ai-amphi-etl.html,https://github.com/amphi-ai/amphi-etl,1677
CUT3R/CUT3R,MAGI//ARCHIVE,Official implementation of Continuous 3D Perception Model with Persistent State,Other,Python,1421,85,"Genera, procesa o visualiza recursos 3D.",62,NOASSERTION,,2025-01-27T22:29:52Z,2026-06-01T15:22:50Z,2025-08-27T15:30:07Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/CUT3R-CUT3R.html,https://github.com/CUT3R/CUT3R,1676
microsoft/TRELLIS.2,Hugging Face Spaces,TRELLIS.2,Other,gradio,1673,0,Repositorio para revisar: trellis.2.,0,,gradio; region:us,2025-12-10T03:50:25.000Z,2026-05-20T07:56:11.000Z,2026-05-20T07:56:11.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/microsoft/TRELLIS.2,1673
fffiloni/expression-editor,Hugging Face Spaces,Expression Editor,Dev tools,gradio,1641,0,"Agrega herramientas para programar, automatizar o mantener proyectos.",0,,gradio; region:us,2024-09-27T15:15:11.000Z,2026-05-25T21:17:04.000Z,2026-05-25T21:17:04.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/fffiloni/expression-editor,1641
stabilityai/stable-diffusion-3-medium,Hugging Face Spaces,Stable Diffusion 3 Medium,LLM / GenAI,gradio,1641,0,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,,gradio; region:us,2024-06-12T12:10:23.000Z,2026-05-22T13:55:41.000Z,2026-05-22T13:55:41.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/stabilityai/stable-diffusion-3-medium,1641
codeproject/CodeProject.AI-Server,MAGI//ARCHIVE,"CodeProject.AI Server is a self contained service that software developers can include in, and distribute with, their applications in order to augment their apps with the power of AI.",Dev tools,C#,968,224,"Agrega herramientas para programar, automatizar o mantener proyectos.",28,NOASSERTION,artificial-intelligence; generative-ai; mlops; object-detection; onnx; python; pytorch,2021-12-02T18:03:23Z,2026-05-27T05:54:57Z,2025-07-14T15:01:37Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/codeproject-CodeProject.AI-Server.html,https://github.com/codeproject/CodeProject.AI-Server,1640
browserwing/browserwing,MAGI//ARCHIVE,"BrowserWing turns your browser actions into MCP commands Or Claude Skill, allowing AI agents to control browsers efficiently and reliably. Say goodbye to slow, token-heavy LLM interactions — let agents call commands directly for faster automation. Perfect for AI-driven tasks, browser automation, and boosting productivity.",AI agents,Go,1289,111,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",20,MIT,aibrowser; golang; llm; react,2025-12-10T23:54:17Z,2026-06-01T16:28:17Z,2026-05-13T08:56:09Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/browserwing-browserwing.html,https://github.com/browserwing/browserwing,1622
ilcve21/Sparc3D,Hugging Face Spaces,Sparc3D,Other,gradio,1619,0,"Genera, procesa o visualiza recursos 3D.",0,,gradio; region:us,2025-06-12T14:32:49.000Z,2025-09-08T06:49:17.000Z,2025-09-08T06:49:17.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/ilcve21/Sparc3D,1619
drhelius/Gearboy,GitHub topic:mcp,"Game Boy / Game Boy Color / Super Game Boy emulator, debugger and embedded MCP server for macOS, Windows, Linux, BSD and RetroArch.",AI agents,C++,1149,154,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,9,GPL-3.0,bsd; emulation; emulator; game-boy; gameboy; gameboy-color-emulator; gameboy-emulator; libretro; linux; mcp; mcp-server; nintendo-gameboy; raspberry-pi; retroarch; vgm,2012-07-19T21:45:46Z,2026-06-01T18:19:21Z,2026-06-01T18:18:37Z,,https://github.com/topics/mcp,https://github.com/drhelius/Gearboy,1611
multimodalart/wan2-1-fast,Hugging Face Spaces,Wan2.1 Fast,AI agents,gradio,1608,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2025-05-18T20:11:28.000Z,2025-07-07T18:38:14.000Z,2025-07-07T18:38:14.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/multimodalart/wan2-1-fast,1608
rancher/dashboard,GitHub topic:dashboard,The Rancher UI,Dashboard / UI,TypeScript,596,336,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",1103,Apache-2.0,dashboard; kubernetes; rancher,2019-07-25T11:38:17Z,2026-06-01T18:06:53Z,2026-06-01T18:08:35Z,,https://github.com/topics/dashboard,https://github.com/rancher/dashboard,1604
thu-vu92/local-llms-analyse-finance,MAGI//ARCHIVE,"In this project, I explored how local LLMs can be used to label data and support analyses. Specifically, I used Llama2 model to automatically categorise my bank transaction data.",LLM / GenAI,Jupyter Notebook,867,243,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",4,MIT,,2024-02-02T10:15:59Z,2026-05-20T23:31:39Z,2024-05-16T05:51:45Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/thu-vu92-local-llms-analyse-finance.html,https://github.com/thu-vu92/local-llms-analyse-finance,1596
black-forest-labs/FLUX.1-Kontext-Dev,Hugging Face Spaces,FLUX.1 Kontext,AI agents,gradio,1581,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2025-05-28T13:37:53.000Z,2026-05-13T14:49:14.000Z,2026-05-13T14:49:14.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/black-forest-labs/FLUX.1-Kontext-Dev,1581
steven-jianhao-li/zotero-AI-Butler,GitHub topic:zotero,【Zotero AI 管家】调用大模型，自动精读论文库里的论文，总结为Zotero笔记。支持主流大模型平台！您只需像往常一样把文献丢进 Zotero， 管家会自动帮您精读论文，将文章揉碎了总结为笔记，让您“十分钟完全了解”这篇论文！,Academic writing,JavaScript,1364,71,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",12,AGPL-3.0,academic-tools; ai; ai-butler; artificial-intelligence; butler; knowledge-management; llm; markdown; paper-reading; pdf-analysis; plugin; productivity; research-assistant; workflow; zotero; zotero-plugin,2025-10-29T06:48:26Z,2026-06-01T12:21:29Z,2026-06-01T07:35:27Z,,https://github.com/topics/zotero,https://github.com/steven-jianhao-li/zotero-AI-Butler,1577
TencentARC/InstantMesh,Hugging Face Spaces,InstantMesh,Other,gradio,1570,0,"Genera, procesa o visualiza recursos 3D.",0,,gradio; region:us,2024-04-08T08:30:18.000Z,2026-05-22T16:45:17.000Z,2026-05-22T16:45:17.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/TencentARC/InstantMesh,1570
multimodalart/flux-lora-the-explorer,Hugging Face Spaces,FLUX LoRa the Explorer,Other,gradio,1568,0,Repositorio para revisar: flux lora the explorer.,0,,gradio; region:us,2024-08-08T10:32:38.000Z,2025-05-17T04:58:30.000Z,2025-05-17T04:58:30.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/multimodalart/flux-lora-the-explorer,1568
prithivMLmods/Qwen-Image-Edit-2511-LoRAs-Fast,Hugging Face Spaces,Qwen-Image-Edit-2511-LoRAs-Fast,AI agents,gradio,1552,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2025-12-19T05:20:19.000Z,2026-06-01T02:16:11.000Z,2026-06-01T02:16:11.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/prithivMLmods/Qwen-Image-Edit-2511-LoRAs-Fast,1552
antoniorodr/cronboard,MAGI//ARCHIVE,A terminal-based dashboard for managing cron jobs locally and on servers.,Dashboard / UI,Python,1383,52,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",5,Apache-2.0,cli; cron; cron-job; cron-jobs; cronjob; cronjob-scheduler; cronjobs; crontab; devops; devops-tools; terminal-based; textual; tui; tui-app,2025-10-10T13:33:47Z,2026-06-01T04:23:04Z,2026-06-01T04:23:00Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/antoniorodr-cronboard.html,https://github.com/antoniorodr/cronboard,1539
timbrooks/instruct-pix2pix,Hugging Face Spaces,InstructPix2Pix,Other,gradio,1537,0,Repositorio para revisar: instructpix2pix.,0,,gradio; region:us,2023-01-19T16:51:15.000Z,2026-05-23T20:52:04.000Z,2026-05-23T20:52:04.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/timbrooks/instruct-pix2pix,1537
bigcode/bigcode-models-leaderboard,Hugging Face Spaces,Big Code Models Leaderboard,Dev tools,gradio,1510,0,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",0,,gradio; leaderboard; eval:code; test:public; judge:auto; submission:semiautomatic; region:us,2023-07-24T16:33:37.000Z,2024-11-11T20:36:38.000Z,2024-11-11T20:36:38.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/bigcode/bigcode-models-leaderboard,1510
Lightricks/ltx-video-distilled,Hugging Face Spaces,LTX Video Fast,AI agents,gradio,1509,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2025-05-14T09:48:34.000Z,2026-02-26T10:50:13.000Z,2026-02-26T10:50:13.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/Lightricks/ltx-video-distilled,1509
CohereLabs/c4ai-command,Hugging Face Spaces,C4AI Command Models,Other,docker,1508,0,Repositorio para revisar: c4ai command models.,0,,docker; region:us,2024-04-03T09:57:59.000Z,2024-12-20T10:42:23.000Z,2024-12-20T10:42:23.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/CohereLabs/c4ai-command,1508
timb-machine/linux-malware,MAGI//ARCHIVE,Tracking interesting Linux (and UNIX) malware. Send PRs,Security,HTML,1215,94,"Sirve para auditoría, análisis o protección de sistemas.",794,Unlicense,,2021-07-20T20:44:00Z,2026-05-21T07:50:37Z,2025-05-10T17:27:36Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/timb-machine-linux-malware.html,https://github.com/timb-machine/linux-malware,1497
ysharma/ChatGPT4,Hugging Face Spaces,Chat-with-GPT4,LLM / GenAI,gradio,1486,0,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,,gradio; region:us,2023-03-18T13:13:08.000Z,2023-06-05T07:31:24.000Z,2023-06-05T07:31:24.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/ysharma/ChatGPT4,1486
yt-project/yt,GitHub topic:data-visualization,Main yt repository,Geospatial,Python,554,310,"Permite visualizar, gestionar o analizar datos geoespaciales.",474,NOASSERTION,analysis; astronomy; astrophysics; data; data-visualization; finite-element-analysis; geophysics; nuclear-engineering; python; scientific-computing; scientific-visualization; visualization,2017-04-19T18:16:11Z,2026-06-01T18:04:32Z,2026-06-01T18:04:00Z,,https://github.com/topics/data-visualization,https://github.com/yt-project/yt,1484
DeepFloyd/IF,Hugging Face Spaces,IF,Other,docker,1484,0,Repositorio para revisar: if.,0,,docker; region:us,2023-04-04T07:52:47.000Z,2023-05-05T15:52:48.000Z,2023-05-05T15:52:48.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/DeepFloyd/IF,1484
r3gm/wan2-2-fp8da-aoti-preview-2,Hugging Face Spaces,Wan2.2 14B Fast Preview,AI agents,gradio,1470,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2025-11-18T23:17:30.000Z,2026-05-15T03:44:05.000Z,2026-05-15T03:44:05.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/r3gm/wan2-2-fp8da-aoti-preview-2,1470
wileyyugioh/zotmoov,GitHub topic:zotero,Zotero plugin to automatically move attachments and link them,Academic writing,JavaScript,1370,31,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",41,GPL-3.0,zotero; zotero-plugin,2023-06-26T23:27:19Z,2026-06-01T04:12:40Z,2026-06-01T03:12:35Z,,https://github.com/topics/zotero,https://github.com/wileyyugioh/zotmoov,1463
ali-vilab/modelscope-text-to-video-synthesis,Hugging Face Spaces,ModelScope Text To Video Synthesis,Other,gradio,1453,0,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",0,,gradio; region:us,2023-03-19T04:30:43.000Z,2023-03-29T08:40:22.000Z,2023-03-29T08:40:22.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/ali-vilab/modelscope-text-to-video-synthesis,1453
jamesliu1217/EasyControl_Ghibli,Hugging Face Spaces,EasyControl Ghibli,Other,gradio,1447,0,Repositorio para revisar: easycontrol ghibli.,0,,gradio; region:us,2025-04-01T09:41:58.000Z,2025-04-11T05:33:36.000Z,2025-04-11T05:33:36.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/jamesliu1217/EasyControl_Ghibli,1447
fancyfeast/joy-caption-pre-alpha,Hugging Face Spaces,Joy Caption Pre Alpha,Other,gradio,1442,0,Repositorio para revisar: joy caption pre alpha.,0,,gradio; region:us,2024-07-30T22:07:35.000Z,2024-07-30T23:04:56.000Z,2024-07-30T23:04:56.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/fancyfeast/joy-caption-pre-alpha,1442
vinthony/SadTalker,Hugging Face Spaces,SadTalker,Other,gradio,1429,0,Repositorio para revisar: sadtalker.,0,,gradio; region:us,2022-12-28T15:07:37.000Z,2026-03-25T12:41:12.000Z,2026-03-25T12:41:12.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/vinthony/SadTalker,1429
CompVis/stable-diffusion-license,Hugging Face Spaces,License,LLM / GenAI,static,1428,0,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,,static; region:us,2022-08-22T14:35:40.000Z,2022-08-22T14:47:55.000Z,2022-08-22T14:47:55.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/CompVis/stable-diffusion-license,1428
zcxu-eric/magicanimate,Hugging Face Spaces,MagicAnimate,Other,gradio,1425,0,Repositorio para revisar: magicanimate.,0,,gradio; region:us,2023-12-04T14:43:41.000Z,2023-12-16T06:14:56.000Z,2023-12-16T06:14:56.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/zcxu-eric/magicanimate,1425
tonyassi/video-face-swap,Hugging Face Spaces,Video Face Swap,Other,gradio,1423,0,Repositorio para revisar: video face swap.,0,,gradio; region:us,2023-10-29T18:47:02.000Z,2026-05-30T23:54:52.000Z,2026-05-30T23:54:52.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/tonyassi/video-face-swap,1423
NihalGazi/FLUX-Unlimited,Hugging Face Spaces,FLUX Unlimited,Other,gradio,1418,0,Repositorio para revisar: flux unlimited.,0,,gradio; region:us,2025-03-30T07:34:54.000Z,2025-07-25T11:30:58.000Z,2025-07-25T11:30:58.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/NihalGazi/FLUX-Unlimited,1418
osanseviero/InstantCoder,Hugging Face Spaces,InstantCoder,Dev tools,docker,1415,0,"Agrega herramientas para programar, automatizar o mantener proyectos.",0,,docker; region:us,2024-12-24T08:59:44.000Z,2025-07-01T14:57:28.000Z,2025-07-01T14:57:28.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/osanseviero/InstantCoder,1415
Asahina2K/animagine-xl-3.1,Hugging Face Spaces,Animagine XL 3.1,Other,gradio,1397,0,Repositorio para revisar: animagine xl 3.1.,0,,gradio; region:us,2024-03-17T15:07:30.000Z,2025-08-10T07:16:37.000Z,2025-08-10T07:16:37.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/Asahina2K/animagine-xl-3.1,1397
gokaygokay/FLUX-Prompt-Generator,Hugging Face Spaces,FLUX Prompt Generator,LLM / GenAI,gradio,1388,0,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,,gradio; region:us,2024-08-05T08:47:12.000Z,2026-01-11T20:27:42.000Z,2026-01-11T20:27:42.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/gokaygokay/FLUX-Prompt-Generator,1388
datastack-net/dockerized,MAGI//ARCHIVE,Run popular commandline tools within docker,Data / ETL,Go,1272,36,Sirve para trabajar con datos.,8,MIT,,2022-03-09T21:58:49Z,2026-05-16T07:45:38Z,2023-08-31T01:28:09Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/datastack-net-dockerized.html,https://github.com/datastack-net/dockerized,1380
kottster/kottster,MAGI//ARCHIVE,"Instant Node.js admin panel. Secure, self-hosted, and easy to set up",Data / ETL,TypeScript,1155,74,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",36,Apache-2.0,admin; admin-panel; cli; crud; dashboard; database-viewer; javascript; lowcode; nocode; react; typescript,2024-07-22T03:52:01Z,2026-05-30T16:56:21Z,2026-01-16T12:29:00Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/kottster-kottster.html,https://github.com/kottster/kottster,1377
prithivMLmods/FireRed-Image-Edit-1.0-Fast,Hugging Face Spaces,FireRed Image Edit 1.0 Fast,AI agents,gradio,1372,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2026-02-19T15:30:29.000Z,2026-05-20T05:08:12.000Z,2026-05-20T05:08:12.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/prithivMLmods/FireRed-Image-Edit-1.0-Fast,1372
NativeMindBrowser/NativeMindExtension,MAGI//ARCHIVE,"NativeMind: Your fully private, open-source, on-device AI assistant",LLM / GenAI,TypeScript,1077,98,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",17,AGPL-3.0,ai; chrome-extension; llm; local-ai; nativemind; offline-ai; ollama; on-device-ai; webllm,2025-06-05T05:31:02Z,2026-05-30T15:23:07Z,2026-03-23T06:24:56Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/NativeMindBrowser-NativeMindExtension.html,https://github.com/NativeMindBrowser/NativeMindExtension,1371
dream2589632147/Dream-wan2-2-faster-Pro,Hugging Face Spaces,Dream-wan2-2-faster-Pro,AI agents,gradio,1368,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2025-10-25T19:05:35.000Z,2026-05-08T17:08:19.000Z,2026-05-08T17:08:19.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/dream2589632147/Dream-wan2-2-faster-Pro,1368
jovandeginste/workout-tracker,GitHub topic:leaflet,"A workout tracking web application for personal use (or family, friends), geared towards running and other GPX-based activities",Geospatial,Go,1223,48,Sirve para trabajar con información geoespacial y mapas.,42,NOASSERTION,docker; fitness-tracker; go; gpx; leaflet; self-hosted; tailwindcss; workout-tracker; workouts,2024-02-16T20:19:59Z,2026-06-01T15:54:46Z,2026-06-01T15:01:06Z,,https://github.com/topics/leaflet,https://github.com/jovandeginste/workout-tracker,1367
lllyasviel/IC-Light,Hugging Face Spaces,IC Light,Other,gradio,1367,0,Repositorio para revisar: ic light.,0,,gradio; region:us,2024-05-08T01:21:40.000Z,2026-05-22T13:58:27.000Z,2026-05-22T13:58:27.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/lllyasviel/IC-Light,1367
amusi/awesome-ai-awesomeness,MAGI//ARCHIVE,A curated list of awesome awesomeness about artificial intelligence,Other,,979,128,Repositorio para revisar: a curated list of awesome awesomeness about artificial intelligence.,8,,artificial-intelligence; artificial-neural-networks; computer-vision; deep-learning; machine-l; natural-language-processing; neural-networks,2019-01-03T06:55:35Z,2026-05-30T23:27:09Z,2023-08-31T10:08:03Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/amusi-awesome-ai-awesomeness.html,https://github.com/amusi/awesome-ai-awesomeness,1363
hf-audio/open_asr_leaderboard,Hugging Face Spaces,Open ASR Leaderboard,Other,gradio,1358,0,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",0,,gradio; leaderboard; region:us,2023-09-07T15:06:05.000Z,2026-05-27T12:17:50.000Z,2026-05-27T12:17:50.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/hf-audio/open_asr_leaderboard,1358
fffiloni/CLIP-Interrogator-2,Hugging Face Spaces,CLIP Interrogator 2,AI agents,gradio,1351,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2022-11-26T15:55:40.000Z,2026-05-23T20:34:58.000Z,2026-05-23T20:34:58.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/fffiloni/CLIP-Interrogator-2,1351
HuggingFaceFW/blogpost-fineweb-v1,Hugging Face Spaces,FineWeb: decanting the web for the finest text data at scale,Data / ETL,static,1351,0,Sirve para trabajar con datos.,0,,static; region:us,2024-05-23T16:35:21.000Z,2024-12-18T18:32:39.000Z,2024-12-18T18:32:39.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/HuggingFaceFW/blogpost-fineweb-v1,1351
akhaliq/AnimeGANv2,Hugging Face Spaces,AnimeGANv2,Other,gradio,1346,0,Repositorio para revisar: animeganv2.,0,,gradio; region:us,2022-03-02T23:29:35.000Z,2025-12-04T02:57:43.000Z,2025-12-04T02:57:43.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/akhaliq/AnimeGANv2,1346
captableinc/captable,MAGI//ARCHIVE,"#1 Open-Source Captable, an alternative to Carta, Pully, Angelist and others.",Data / ETL,TypeScript,806,174,"Sirve para trabajar con herramienta de código abierto, datos.",43,AGPL-3.0,captable; convertible-note; dataroom; equity; esign; founder; fundraising; investor; nextjs; open-source; options; prisma; safe; shares; startup; typescript,2024-01-09T03:06:05Z,2026-06-01T06:28:23Z,2025-06-04T07:53:09Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/captableinc-captable.html,https://github.com/captableinc/captable,1328
DamarJati/FLUX.1-RealismLora,Hugging Face Spaces,FLUX.1 RealismLora,Other,gradio,1326,0,Repositorio para revisar: flux.1 realismlora.,0,,gradio; region:us,2024-08-14T01:56:53.000Z,2026-03-26T00:39:59.000Z,2026-03-26T00:39:59.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/DamarJati/FLUX.1-RealismLora,1326
thesongzhu/Friday,GitHub topic:ai-agents,"AI personal operations platform for supervised, evidence-backed automation.",AI agents,TypeScript,930,121,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,3,MIT,agents; ai; ai-agents; ai-assistant; automation; codex; friday; local-first; openai; personal-assistant; self-hosted; typescript; workflow,2026-03-12T02:16:53Z,2026-06-01T18:19:56Z,2026-06-01T18:19:31Z,,https://github.com/topics/ai-agents,https://github.com/thesongzhu/Friday,1293
plutoprint/plutoprint,MAGI//ARCHIVE,"A Python Library for Generating PDFs and Images from HTML, powered by PlutoBook",Other,Python,1151,44,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",5,MIT,css; html; html-to-image; html-to-pdf; image-generator; pdf; pdf-generator; plutobook; python; svg,2024-05-04T17:00:47Z,2026-05-30T21:54:38Z,2026-04-14T10:12:51Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/plutoprint-plutoprint.html,https://github.com/plutoprint/plutoprint,1283
C-Loftus/QuickPiperAudiobook,MAGI//ARCHIVE,"With one command, create a natural-sounding audiobook from a variety of input formats (epub, mobi, txt, PDF, HTML and more!)",Other,Go,1047,78,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",6,AGPL-3.0,audiobooks; piper; productivity; tts,2024-07-27T01:06:28Z,2026-05-28T11:06:40Z,2025-11-07T17:25:11Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/C-Loftus-QuickPiperAudiobook.html,https://github.com/C-Loftus/QuickPiperAudiobook,1281
Xenova/whisper-web,Hugging Face Spaces,Whisper Web,LLM / GenAI,static,1281,0,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,,static; region:us,2023-05-22T18:00:46.000Z,2024-01-29T09:58:48.000Z,2024-01-29T09:58:48.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/Xenova/whisper-web,1281
saharmor/whisper-playground,MAGI//ARCHIVE,Build real time speech2text web apps using OpenAI's Whisper https://openai.com/blog/whisper/,LLM / GenAI,Python,833,145,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",16,MIT,machine-learning; openai; speech-recognition; speech-to-text; whisper,2022-10-02T13:56:28Z,2026-05-20T10:54:38Z,2025-09-12T02:54:11Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/saharmor-whisper-playground.html,https://github.com/saharmor/whisper-playground,1268
kohii/smoothcsv3,MAGI//ARCHIVE,SmoothCSV is a powerful and intuitive tool for editing CSV files.,Data / ETL,,1167,17,Sirve para trabajar con datos.,37,,csv; csv-editor; data-tools; spreadsheet; sql; tauri,2024-09-07T02:36:10Z,2026-06-01T14:48:42Z,2026-05-22T14:32:32Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/kohii-smoothcsv3.html,https://github.com/kohii/smoothcsv3,1218
opendatacube/datacube-core,GitHub topic:gis + GitHub topic:remote-sensing,Open Data Cube analyses continental scale Earth Observation data through time,Geospatial,Python,579,187,"Permite visualizar, gestionar o analizar datos geoespaciales.",83,Apache-2.0,gdal; gis; hacktoberfest; netcdf; numpy; python; raster; remote-sensing; scientific-computing,2015-05-13T05:58:13Z,2026-06-01T17:35:28Z,2026-06-01T17:35:24Z,,https://github.com/topics/gis,https://github.com/opendatacube/datacube-core,1140
massimoaria/bibliometrix,GitHub topic:bibliometrics,An R-tool for comprehensive science mapping analysis. A package for quantitative research in scientometrics and bibliometrics.,Academic writing,R,635,168,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",51,NOASSERTION,bibliometric-analysis; bibliometrics; citation; citation-network; citations; co-authors; co-occurence; co-word-analysis; correspondence-analysis; coupling; isi-web; journal; manuscript; quantitative-analysis; scholars; science; science-mapping; scientific; scientometrics; scopus,2017-02-22T12:50:49Z,2026-05-31T08:38:06Z,2026-05-27T06:19:06Z,,https://github.com/topics/bibliometrics,https://github.com/massimoaria/bibliometrix,1139
shahedbd/awesome-project-management,MAGI//ARCHIVE,Awesome lists about Project Management interesting and useful topics.,Other,,749,128,Repositorio para revisar: awesome lists about project management interesting and useful topics.,18,MIT,,2019-06-28T09:38:06Z,2026-05-24T12:41:20Z,2026-05-22T20:27:52Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/shahedbd-awesome-project-management.html,https://github.com/shahedbd/awesome-project-management,1133
