repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
akhaliq/AnimeGANv2,Hugging Face Spaces,AnimeGANv2,Other,gradio,1346,0,Repositorio para revisar: animeganv2.,0,,gradio; region:us,2022-03-02T23:29:35.000Z,2025-12-04T02:57:43.000Z,2025-12-04T02:57:43.000Z,2026-06-29,https://huggingface.co/spaces,https://huggingface.co/spaces/akhaliq/AnimeGANv2,1346
DamarJati/FLUX.1-RealismLora,Hugging Face Spaces,FLUX.1 RealismLora,Other,gradio,1326,0,Repositorio para revisar: flux.1 realismlora.,0,,gradio; region:us,2024-08-14T01:56:53.000Z,2026-03-26T00:39:59.000Z,2026-03-26T00:39:59.000Z,2026-06-29,https://huggingface.co/spaces,https://huggingface.co/spaces/DamarJati/FLUX.1-RealismLora,1326
pyRiemann/pyRiemann,GitHub topic:remote-sensing,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python,Geospatial,Python,767,183,"Facilita acceder, descargar o procesar datos abiertos y estadísticos.",10,BSD-3-Clause,brain-computer-interface; covariance-estimation; covariance-matrix; eeg; hermitian-matrices; image-processing; machine-learning; positive-definite-matrices; python; radar-image; remote-sensing; riemannian-geometry; signal-processing; statistics; symmetric-matrices; time-series,2015-04-19T16:01:44Z,2026-06-29T06:33:53Z,2026-06-29T06:33:48Z,,https://github.com/topics/remote-sensing,https://github.com/pyRiemann/pyRiemann,1316
K2SOsint/Legendary_OSINT,MAGI//ARCHIVE,"A list of OSINT tools & resources for (fraud-)investigators, CTI-analysts, KYC, AML and more. ",Other,,890,136,"Repositorio para revisar: a list of osint tools & resources for (fraud-)investigators, cti-analysts, kyc, aml and more.",7,CC0-1.0,cti; cyberthreatintelligence; osint; osint-tools-list; socmint,2025-09-12T14:33:21Z,2026-06-29T09:53:40Z,2026-04-17T07:38:50Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/K2SOsint-Legendary_OSINT.html,https://github.com/K2SOsint/Legendary_OSINT,1298
C-Loftus/QuickPiperAudiobook,MAGI//ARCHIVE,"With one command, create a natural-sounding audiobook from a variety of input formats (epub, mobi, txt, PDF, HTML and more!)",Other,Go,1054,78,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",6,AGPL-3.0,audiobooks; piper; productivity; tts,2024-07-27T01:06:28Z,2026-06-29T03:53:34Z,2025-11-07T17:25:11Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/C-Loftus-QuickPiperAudiobook.html,https://github.com/C-Loftus/QuickPiperAudiobook,1288
plutoprint/plutoprint,MAGI//ARCHIVE,"A Python Library for Generating PDFs and Images from HTML, powered by PlutoBook",Other,Python,1155,44,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",5,MIT,css; html; html-to-image; html-to-pdf; image-generator; pdf; pdf-generator; plutobook; python; svg,2024-05-04T17:00:47Z,2026-06-28T21:06:50Z,2026-06-13T16:30:05Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/plutoprint-plutoprint.html,https://github.com/plutoprint/plutoprint,1287
saharmor/whisper-playground,MAGI//ARCHIVE,Build real time speech2text web apps using OpenAI's Whisper https://openai.com/blog/whisper/,LLM / GenAI,Python,832,145,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",16,MIT,machine-learning; openai; speech-recognition; speech-to-text; whisper,2022-10-02T13:56:28Z,2026-06-17T12:58:49Z,2025-09-12T02:54:11Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/saharmor-whisper-playground.html,https://github.com/saharmor/whisper-playground,1267
kohii/smoothcsv3,MAGI//ARCHIVE,SmoothCSV is a powerful and intuitive tool for editing CSV files.,Data / ETL,,1211,18,Sirve para trabajar con datos.,44,,csv; csv-editor; data-tools; spreadsheet; sql; tauri,2024-09-07T02:36:10Z,2026-06-29T05:14:05Z,2026-06-18T12:15:46Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/kohii-smoothcsv3.html,https://github.com/kohii/smoothcsv3,1265
opensanctions/opensanctions,GitHub topic:scraper,"An open database of international sanctions data, persons of interest and politically exposed persons",Data / ETL,Python,756,164,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,107,MIT,due-diligence; investigations; journalism; money-laundering; sanction-lists; sanctions; scraper,2015-12-05T10:19:57Z,2026-06-29T13:24:11Z,2026-06-29T15:15:49Z,,https://github.com/topics/scraper,https://github.com/opensanctions/opensanctions,1248
programminghistorian/jekyll,GitHub topic:text-analysis,Jekyll-based static site for The Programming Historian ,Geospatial,HTML,546,225,"Sirve para trabajar con herramienta de código abierto, datos, información geoespacial y mapas.",13,,api; data-management; data-manipulation; data-mining; dh; digital-humanities; exhibits; linked-open-data; mapping; multi-lingual; network-analysis; open-educational-resources; open-source; pedagogy; programming-historian; python; r-studio; scraping; text-analysis; web-scraping,2013-09-09T17:34:02Z,2026-06-23T07:40:52Z,2026-06-23T16:02:34Z,,https://github.com/topics/text-analysis,https://github.com/programminghistorian/jekyll,1221
qgis2web/qgis2web,GitHub topic:qgis,QGIS plugin to export your project to an OpenLayers or Leaflet webmap. No server-side software required.,Geospatial,JavaScript,701,173,"Permite visualizar, gestionar o analizar datos geoespaciales.",43,GPL-2.0,css; html; javascript; leaflet; leafletjs; openlayers; qgis; qgis-plugin; webmap,2015-03-27T11:02:30Z,2026-06-26T10:06:56Z,2026-06-26T10:07:37Z,,https://github.com/topics/qgis,https://github.com/qgis2web/qgis2web,1220
massimoaria/bibliometrix,GitHub topic:bibliometrics,An R-tool for comprehensive science mapping analysis. A package for quantitative research in scientometrics and bibliometrics.,Academic writing,R,642,170,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",54,NOASSERTION,bibliometric-analysis; bibliometrics; citation; citation-network; citations; co-authors; co-occurence; co-word-analysis; correspondence-analysis; coupling; isi-web; journal; manuscript; quantitative-analysis; scholars; science; science-mapping; scientific; scientometrics; scopus,2017-02-22T12:50:49Z,2026-06-27T08:26:19Z,2026-06-27T08:26:14Z,,https://github.com/topics/bibliometrics,https://github.com/massimoaria/bibliometrix,1152
shahedbd/awesome-project-management,MAGI//ARCHIVE,Awesome lists about Project Management interesting and useful topics.,Other,,753,127,Repositorio para revisar: awesome lists about project management interesting and useful topics.,18,MIT,,2019-06-28T09:38:06Z,2026-06-28T21:47:49Z,2026-05-22T20:27:52Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/shahedbd-awesome-project-management.html,https://github.com/shahedbd/awesome-project-management,1134
HelloCSV/HelloCSV,MAGI//ARCHIVE,https://hellocsv.github.io/HelloCSV/,Dev tools,TypeScript,945,62,"Agrega herramientas para programar, automatizar o mantener proyectos.",11,MIT,,2021-09-17T18:07:32Z,2026-06-22T10:12:23Z,2026-05-20T19:10:19Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/HelloCSV-HelloCSV.html,https://github.com/HelloCSV/HelloCSV,1131
dimastatz/whisper-flow,MAGI//ARCHIVE,"Whisper-Flow is a framework designed to enable real-time transcription of audio content using OpenAI’s Whisper model. Rather than processing entire files after upload (“batch mode”), Whisper-Flow accepts a continuous stream of audio chunks and produces incremental transcripts immediately.",Qualitative analysis,Python,789,112,"Sirve para organizar, codificar o analizar materiales cualitativos.",8,MIT,pypi-package; python; speech-to-text; transcription; whisper,2024-06-03T12:13:05Z,2026-06-29T15:45:54Z,2026-06-28T04:20:59Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/dimastatz-whisper-flow.html,https://github.com/dimastatz/whisper-flow,1125
snwfdhmp/awesome-ralph,MAGI//ARCHIVE,"A curated list of resources about Ralph, the AI coding technique that runs AI coding agents in automated loops until specifications are fulfilled.",Qualitative analysis,,910,71,"Sirve para organizar, codificar o analizar materiales cualitativos.",11,,ai-coding; claude; claude-code; ralph; ralph-loop; ralph-wiggum; vibe-coding,2026-01-19T08:42:54Z,2026-06-28T17:00:13Z,2026-02-03T08:34:43Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/snwfdhmp-awesome-ralph.html,https://github.com/snwfdhmp/awesome-ralph,1123
sstklen/trump-code,GitHub topic:open-data,"🔐 AI decoding Trump's posts × stock market | AI 解碼川普推文 × 美股 | AIでトランプ投稿×株式市場を解読 — 31.5M models, 61.3% hit rate, open source",Qualitative analysis,Python,791,107,"Sirve para organizar, codificar o analizar materiales cualitativos.",1,MIT,ai; brute-force; machine-learning; open-data; polymarket; prediction; signal-analysis; stock-market; trump; truth-social,2026-03-15T03:13:51Z,2026-06-29T15:16:05Z,2026-06-29T15:14:51Z,,https://github.com/topics/open-data,https://github.com/sstklen/trump-code,1112
developmentseed/lonboard,GitHub topic:geospatial,"Fast, interactive geospatial data visualization in Jupyter.",Geospatial,Python,951,52,"Permite visualizar, gestionar o analizar datos geoespaciales.",119,MIT,anywidget; apache-arrow; apache-parquet; data-visualization; deck-gl; geoarrow; geopandas; geoparquet; geospatial; geospatial-analysis; jupyter; jupyter-widget; lonboard; map-visualization; maps; parquet; python; visualization; webgl,2023-08-31T21:48:10Z,2026-06-29T15:22:03Z,2026-06-29T15:21:57Z,,https://github.com/topics/geospatial,https://github.com/developmentseed/lonboard,1107
slingdata-io/sling-cli,MAGI//ARCHIVE,Sling is a CLI tool that extracts data from a source storage/database and loads it in a target storage/database.,LLM / GenAI,Go,867,76,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",49,GPL-3.0,elt; etl; extract; load,2020-10-15T10:06:58Z,2026-06-29T07:28:52Z,2026-06-07T10:36:38Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/slingdata-io-sling-cli.html,https://github.com/slingdata-io/sling-cli,1095
AkiraBit/PicSharp,MAGI//ARCHIVE,"A modern, full-featured, high-performance, cross-platform image compression application  具有现代化UI、功能齐全、高性能、跨平台的图像压缩工具",Dev tools,TypeScript,982,32,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,10,AGPL-3.0,image-compression; image-compressor; tauri; tauri-app; tinypng; tinypng-client; tinypng4linux; tinypng4mac; tinypng4windows,2025-05-05T12:43:04Z,2026-06-28T13:05:30Z,2026-04-13T08:35:24Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/AkiraBit-PicSharp.html,https://github.com/AkiraBit/PicSharp,1078
kalil0321/reverse-api-engineer,MAGI//ARCHIVE,The agent that turns websites into APIs!,AI agents,Python,830,76,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,11,MIT,ai; ai-agents; claude; cli; mcp; openapi; playwright; scraping; web-scraping,2025-12-23T14:04:45Z,2026-06-28T23:43:48Z,2026-06-13T13:53:00Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/kalil0321-reverse-api-engineer.html,https://github.com/kalil0321/reverse-api-engineer,1058
earthaccess-dev/earthaccess,GitHub topic:gis + GitHub topic:remote-sensing,Python Library for NASA Earthdata APIs,Geospatial,Python,613,146,"Permite visualizar, gestionar o analizar datos geoespaciales.",159,MIT,access; climate-data; cloud-computing; cmr; data; gis; nasa; nasa-api; nasa-data; open-science; openscience; pangeo; remote-sensing,2021-08-25T15:25:00Z,2026-06-29T15:46:51Z,2026-06-29T15:46:46Z,,https://github.com/topics/gis,https://github.com/earthaccess-dev/earthaccess,1051
wigggle-ui/ui,MAGI//ARCHIVE,A beautiful collection of copy-and-paste widgets for your next project.,Other,TypeScript,881,52,Repositorio para revisar: a beautiful collection of copy-and-paste widgets for your next project.,7,MIT,,2025-10-20T19:54:29Z,2026-06-29T09:30:46Z,2026-02-26T07:13:20Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/wigggle-ui-ui.html,https://github.com/wigggle-ui/ui,1037
nxzai/NextExplorer,MAGI//ARCHIVE,Web based File Explorer,Other,JavaScript,951,24,Repositorio para revisar: web based file explorer.,50,GPL-3.0,,2024-04-28T21:56:13Z,2026-06-28T09:56:17Z,2026-06-02T21:51:35Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/vikramsoni2-nextExplorer.html,https://github.com/nxzai/NextExplorer,1023
WCY-dt/EasyTransfer,MAGI//ARCHIVE,"A 🌟free, 🫣anonymous, 🔐encrypted, and 🚀easy-to-use E2EE file transfer tool",Other,TypeScript,689,109,"Repositorio para revisar: a 🌟free, 🫣anonymous, 🔐encrypted, and 🚀easy-to-use e2ee file transfer tool.",5,GPL-3.0,cross-platform; e2e; e2ee; file-sharing; file-transfer; multi-device; p2p; webrtc; website,2024-06-18T12:58:52Z,2026-06-26T01:49:36Z,2026-05-28T19:31:50Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/WCY-dt-EasyTransfer.html,https://github.com/WCY-dt/EasyTransfer,1016
JMS1717/8mb.local,MAGI//ARCHIVE,a free local self hosted video compressor webui designed for performance and ease of use. inspired by 8mb.video,Other,Python,870,43,Repositorio para revisar: a free local self hosted video compressor webui designed for performance and ease of use. inspired by 8mb.video.,7,NOASSERTION,celery; compression; docker; fastapi; ffmpeg; gpu-acceleration; self-hosted; svelte,2025-11-03T03:01:56Z,2026-06-29T01:14:39Z,2026-04-20T19:45:58Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/JMS1717-8mb.local.html,https://github.com/JMS1717/8mb.local,999
Jstudner/jcorp-nomad,MAGI//ARCHIVE,"An extremely compact offline media server for Movies, Shows, Books, and Music.",Dev tools,HTML,874,41,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",7,NOASSERTION,esp32; homelab; jellyfin; low-power; media-server; offline-server; selfhosted; server; usb-server; wifi-hotspot,2025-07-07T17:36:41Z,2026-06-29T12:55:36Z,2026-04-21T00:02:03Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/Jstudner-jcorp-nomad.html,https://github.com/Jstudner/jcorp-nomad,997
runabol/tork,MAGI//ARCHIVE,"Tork is a lightweight, distributed workflow engine that runs tasks as simple scripts within Docker containers.",Other,Go,809,60,"Repositorio para revisar: tork is a lightweight, distributed workflow engine that runs tasks as simple scripts within docker containers.",20,MIT,background-jobs; distributed; docker; go; golang; job-queue; podman; scheduler; task-queue; work-queue; workflow-engine,2023-05-24T01:17:07Z,2026-06-22T05:15:55Z,2026-06-18T21:22:52Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/runabol-tork.html,https://github.com/runabol/tork,989
opendatahub-io/odh-dashboard,GitHub topic:dashboard,Dashboard for RedHat OpenShift AI / ODH ,Data / ETL,TypeScript,58,305,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",184,Apache-2.0,dashboard,2020-06-02T13:12:26Z,2026-06-29T16:10:19Z,2026-06-29T16:09:57Z,,https://github.com/topics/dashboard,https://github.com/opendatahub-io/odh-dashboard,973
readur/readur,MAGI//ARCHIVE,"Quick, painless, intuitive OCR platform written in Rust and TypeScript. Modern UI with modern API, with an emphasis on intuitive user experience.",Research,Rust,741,74,"Apoya investigación, experimentación, evaluación o revisión de literatura.",51,MIT,api; docker; modern-ui; ocr; paperless; react; rust,2025-06-17T18:20:15Z,2026-06-29T04:58:32Z,2026-06-29T04:59:33Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/readur-readur.html,https://github.com/readur/readur,963
orneryd/NornicDB,GitHub topic:vector-database,"Nornicdb is a distributed low-latency, Graph+Vector, Temporal MVCC with all sub-ms HNSW search, graph traversal, and writes. Using Neo4j Bolt/Cypher and qdrant's gRPC means you can switch with no changes while adding intelligent features like schemas, managed embeddings, reranking+llm, GPU accel, Auto-TLP, Policy-based Memory Decay, and MCP server.",AI agents,Go,814,45,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",5,MIT,bolt; cypher; database; enterprise-solutions; golang; graph-rag; graphql; hnsw; local-llm; mcp-server; memoryos; mvcc; neo4j; openai-api; qdrant-vector-database; snapshot-isolation; tlp; vector-database; vector-search,2025-12-06T15:46:33Z,2026-06-29T15:31:53Z,2026-06-29T15:31:17Z,,https://github.com/topics/vector-database,https://github.com/orneryd/NornicDB,949
PanSalut/Koffan,MAGI//ARCHIVE,Free selfhosted groceries list for families and shared households,Other,HTML,715,73,Repositorio para revisar: free selfhosted groceries list for families and shared households.,42,NOASSERTION,,2025-12-17T08:49:07Z,2026-06-29T00:09:54Z,2026-06-28T13:33:32Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/PanSalut-Koffan.html,https://github.com/PanSalut/Koffan,934
zotero-chinese/zotero-plugins,GitHub topic:zotero,【Maintenance Suspended | 暂缓更新】Zotero Plugins Collection | Zotero 插件合集 | Awesome Zotero Plugins,Academic writing,TypeScript,670,88,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",4,MIT,awesome; plugins; zotero; zotero-addon; zotero-plugin,2023-09-03T15:44:59Z,2026-06-28T15:20:08Z,2026-06-28T23:37:01Z,,https://github.com/topics/zotero,https://github.com/zotero-chinese/zotero-plugins,934
pybliometrics-dev/pybliometrics,GitHub topic:bibliometrics,Python-based API-Wrapper to access Scopus,Research,Python,494,145,"Apoya investigación, experimentación, evaluación o revisión de literatura.",11,NOASSERTION,api-wrapper; bibliometrics; scopus; scopus-api,2016-02-19T19:19:26Z,2026-06-02T10:47:16Z,2026-02-27T13:03:46Z,,https://github.com/topics/bibliometrics,https://github.com/pybliometrics-dev/pybliometrics,929
jsgrrchg/NeverWrite,GitHub topic:markdown,The bastard son between Cursor and Obsidian,Academic writing,TypeScript,712,71,Sirve para trabajar con escritura académica.,19,Apache-2.0,acp; ai; graph; knwoledege; markdown; obsidian-vault,2026-03-31T17:39:19Z,2026-06-29T16:14:53Z,2026-06-29T16:14:44Z,,https://github.com/topics/markdown,https://github.com/jsgrrchg/NeverWrite,925
peltho/tufw,MAGI//ARCHIVE,Terminal UI for ufw,Dev tools,Go,842,26,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,3,MIT,golang; ufw; ui,2022-10-18T10:09:52Z,2026-06-27T02:58:19Z,2026-06-08T11:50:12Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/peltho-tufw.html,https://github.com/peltho/tufw,920
carlmontanari/scrapli,MAGI//ARCHIVE,"Fast, flexible, sync/async, Python 3.10+ screen scraping client specifically for network devices",Dev tools,Python,684,74,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,1,MIT,,2020-01-27T18:56:28Z,2026-06-29T01:13:05Z,2026-06-29T01:13:20Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/carlmontanari-scrapli.html,https://github.com/carlmontanari/scrapli,906
minorua/Qgis2threejs,GitHub topic:qgis,3D map visualization and web export plugin for QGIS,Geospatial,Python,591,102,"Permite visualizar, gestionar o analizar datos geoespaciales.",196,GPL-2.0,qgis; qgis-plugin; threejs,2013-12-21T09:40:31Z,2026-06-29T03:19:51Z,2026-06-29T09:54:32Z,,https://github.com/topics/qgis,https://github.com/minorua/Qgis2threejs,897
laugustyniak/awesome-sentiment-analysis,GitHub topic:text-analysis,Repository with all what is necessary for sentiment analysis and related areas,Other,,549,111,Repositorio para revisar: repository with all what is necessary for sentiment analysis and related areas.,4,,lexicon; nlp; nlp-machine-learning; opinion-mining; sentiment-analysis; sentiment-classification; sentiment-classifier; sentiment-lexcions; sentiment-polarity; text-analysis; text-mining,2017-03-06T22:17:30Z,2026-06-26T00:33:11Z,2026-06-26T00:33:07Z,,https://github.com/topics/text-analysis,https://github.com/laugustyniak/awesome-sentiment-analysis,882
hyperquest-hq/hyperbase,GitHub topic:text-analysis,A foundational library for Semantic Hypergraphs,Other,Python,642,77,Repositorio para revisar: a foundational library for semantic hypergraphs.,10,MIT,artificial-intelligence; cognitive-science; computational-social-science; hypergraphs; knowledge; knowledge-base; knowledge-graph; knowledge-representation; natural-language-processing; natural-language-understanding; nlp; python; text-analysis; text-mining,2016-02-15T11:25:11Z,2026-06-20T07:43:28Z,2026-06-20T07:43:24Z,,https://github.com/topics/text-analysis,https://github.com/hyperquest-hq/hyperbase,873
tom-draper/api-analytics,MAGI//ARCHIVE,Effortless monitoring and analytics for API frameworks.,Dashboard / UI,Go,656,66,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",20,MIT,actix; analytics; api; api-analytics; api-monitoring; axum; chi; dashboard; django; echo; express; fastapi; fastapi-analytics; fastify; fiber; flask; gin; middleware; server-analytics; server-monitoring,2022-11-23T15:02:11Z,2026-06-22T13:43:46Z,2026-06-19T06:39:24Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/tom-draper-api-analytics.html,https://github.com/tom-draper/api-analytics,854
QmiAI/Qmedia,MAGI//ARCHIVE,"An open-source AI content search engine designed specifically for content creators. Supports extraction of text, images, and short videos. Allows full local deployment (web app, RAG server, LLM server). Supports multi-modal RAG content Q&A. ",LLM / GenAI,TypeScript,624,74,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",2,MIT,content; content-search; rag; search; search-engine; video,2024-05-26T12:39:53Z,2026-06-27T02:47:23Z,2026-04-09T05:48:58Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/QmiAI-Qmedia.html,https://github.com/QmiAI/Qmedia,846
trasta298/keifu,MAGI//ARCHIVE,"Git genealogy, untangled. A TUI for navigating commit graphs with color and clarity.",Dashboard / UI,Rust,777,21,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",3,MIT,cli; developer-tools; git; git-graph; ratatui; rust; terminal; tui; visualization,2025-12-20T02:28:27Z,2026-06-29T14:19:17Z,2026-06-19T22:56:48Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/trasta298-keifu.html,https://github.com/trasta298/keifu,840
sunny9577/proxy-scraper,GitHub topic:scraper,⭐️ A proxy scraper made using Protractor | Proxy list Updates every three hour 🔥,Data / ETL,JavaScript,584,81,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,2,NOASSERTION,angularjs; freeproxy; getproxy; http-proxy; https-proxy; nodejs; protractor; proxies; proxy; proxy-list; proxy-scraper; proxylist; scraper; selenium; socks; socks5; socks5-proxy,2018-08-26T15:53:02Z,2026-06-29T15:32:22Z,2026-06-29T15:32:05Z,,https://github.com/topics/scraper,https://github.com/sunny9577/proxy-scraper,827
sachinsenal0x64/hifi,MAGI//ARCHIVE,Tidal music integration for Subsonic/Jellyfin/Plexamp.,Other,Svelte,569,86,Repositorio para revisar: tidal music integration for subsonic/jellyfin/plexamp.,6,GPL-2.0,hi-res; jellyfin; lossless-audio; plexamp; self-hosted; subsonic,2023-09-03T22:57:11Z,2026-06-28T15:33:49Z,2026-04-25T15:31:36Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/sachinsenal0x64-hifi.html,https://github.com/sachinsenal0x64/hifi,827
parcelvoy/platform,MAGI//ARCHIVE,"Parcelvoy: Open source multi-channel marketing automation platform. Send data-driven emails, sms, push notifications and more!",Data / ETL,TypeScript,531,98,"Sirve para trabajar con herramienta de código abierto, datos.",32,MIT,automation; campaign; email; lcm; lifecyle-marketing; marketing; messages; multichannel; notifications; omni; omnichannel; push-notifications; sms; webhook,2022-06-28T01:02:22Z,2026-06-25T12:07:27Z,2025-09-04T15:42:24Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/parcelvoy-platform.html,https://github.com/parcelvoy/platform,825
iduspara/shadcn-builder,MAGI//ARCHIVE,,Other,TypeScript,573,83,Repositorio para explorar y clasificar manualmente.,25,,,2024-03-05T16:07:28Z,2026-06-15T12:10:35Z,2026-05-12T07:52:47Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/iduspara-shadcn-builder.html,https://github.com/iduspara/shadcn-builder,822
latextemplates/scientific-thesis-template,GitHub topic:academic-writing,"LaTeX template for Master, Bachelor, Diploma, and Student Theses",Academic writing,TeX,388,136,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",51,0BSD,academic-writing; latex; latex-examples; latex-template; phd-thesis-template; texlatex; thesis-template,2012-07-09T17:29:29Z,2026-06-29T07:05:38Z,2026-06-26T10:28:37Z,,https://github.com/topics/academic-writing,https://github.com/latextemplates/scientific-thesis-template,796
timothepoznanski/poznote,MAGI//ARCHIVE,Poznote is a note-taking and documentation platform.,Other,JavaScript,707,29,Repositorio para revisar: poznote is a note-taking and documentation platform.,0,MIT,docker; documentation; free; note-taking; notes; self-hosted; tasks; todolist; webapp; wiki,2025-08-01T16:19:33Z,2026-06-29T14:29:56Z,2026-06-27T21:39:46Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/timothepoznanski-poznote.html,https://github.com/timothepoznanski/poznote,794
3liz/lizmap-web-client,GitHub topic:qgis,"Transfer a QGIS project on a server, Lizmap is providing the web interface to browse it",Geospatial,JavaScript,329,154,"Permite visualizar, gestionar o analizar datos geoespaciales.",515,MPL-2.0,javascript; lizmap; openlayers; php; qgis; qgis-server,2013-02-06T09:27:39Z,2026-06-26T16:32:09Z,2026-06-26T16:32:59Z,,https://github.com/topics/qgis,https://github.com/3liz/lizmap-web-client,791
oxbshw/LLM-Agents-Ecosystem-Handbook,MAGI//ARCHIVE,"One-stop handbook for building, deploying, and understanding LLM agents with 60+ skeletons, tutorials, ecosystem guides, and evaluation tools.",AI agents,Python,530,84,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",1,MIT,ai; ai-agent; ai-agents; fine-tuning; finetuning-llms; freamework; llm; llmops; local-development; mcp-server; memory; rag; rag-chatbot; voice-agent,2025-09-08T01:24:26Z,2026-06-27T15:41:33Z,2026-06-22T18:54:10Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/oxbshw-LLM-Agents-Ecosystem-Handbook.html,https://github.com/oxbshw/LLM-Agents-Ecosystem-Handbook,782
brycewang-stanford/Awesome-Journal-Skills,GitHub topic:academic-research + GitHub topic:academic-writing,"Journal-specific Claude Code/Codex skill packs covering mainstream journals — AER, QJE, Nature, Cell, 管理世界, 经济研究 & 200+ more — your fast track to getting published. ｜ 覆盖主流期刊的 Claude Code/Codex 期刊技能包，从选题、识别策略到表格规范与审稿回复全流程，助你快速发论文。",AI agents,Stata,535,74,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,MIT,academic-research; academic-writing; agent; agent-skills; ai-agents; anthropic; awesome-list; claude; claude-code; claudecode; codex; economics; finance; journal; llm; mcp,2026-05-25T06:19:56Z,2026-06-29T15:03:32Z,2026-06-29T10:16:29Z,,https://github.com/topics/academic-research,https://github.com/brycewang-stanford/Awesome-Journal-Skills,757
qgis/qwc2,MAGI//ARCHIVE + GitHub topic:qgis + X curado:MappingGIS,QGIS Web Client,Geospatial,JavaScript,364,130,"Permite visualizar, gestionar o analizar datos geoespaciales.",49,BSD-2-Clause,qgis; webgis; web-map; gis,2016-09-20T08:41:41Z,2026-06-27T20:41:14Z,2026-06-27T20:43:27Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/qgis-qwc2.html,https://github.com/qgis/qwc2,754
felladrin/MiniSearch,GitHub topic:rag,Minimalist web-searching platform with an AI assistant that runs directly from your browser. Demo: https://felladrin-minisearch.hf.space,LLM / GenAI,TypeScript,573,57,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,Apache-2.0,ai; ai-search-engine; artificial-intelligence; generative-ai; gpu-accelerated; information-retrieval; llm; llm-inference; metasearch; metasearch-engine; question-answering; rag; retrieval-augmented-generation; searxng; web-search; webapp; wllama,2023-10-14T12:23:56Z,2026-06-29T16:11:56Z,2026-06-29T16:11:23Z,,https://github.com/topics/rag,https://github.com/felladrin/MiniSearch,744
